Authors,Gas holdup,Column diameter(m),Liquid height (m),Sparger hole diameter (m),Sparger Encode,%FA,Density of Gas (kg/m3),Viscosity of Gas (Pa.s),Molecular Weight of gas (kg/kmol),Density of Liquid (kg/m3),Viscosity of Liquid (Pa.s),Surface Tension of Liquid (N/m),i+ (k.ion/m3),Temperature (K),Pressure (kPa),Superficial gas velocity (m/s)
Deckwer et al 1974,0.127,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1006,0.00098,0.073,0.3375,289,100,0.0329
Deckwer et al 1974,0.1341,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1006,0.00098,0.073,0.3375,289,100,0.0413
Deckwer et al 1974,0.1501,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1006,0.00098,0.073,0.3375,289,100,0.0506
Deckwer et al 1974,0.1523,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1006,0.00098,0.073,0.3375,289,100,0.0616
Deckwer et al 1974,0.161,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1006,0.00098,0.073,0.3375,289,100,0.06
Deckwer et al 1974,0.019,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1038,0.00127,0.073,1.05,289,100,0.0051
Deckwer et al 1974,0.069,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1038,0.00127,0.073,1.05,289,100,0.0169
Deckwer et al 1974,0.113,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1038,0.00127,0.073,1.05,289,100,0.0317
Deckwer et al 1974,0.141,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1038,0.00127,0.073,1.05,289,100,0.0372
Deckwer et al 1974,0.1511,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1038,0.00127,0.073,1.05,289,100,0.0456
Deckwer et al 1974,0.1542,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1038,0.00127,0.073,1.05,289,100,0.053
Deckwer et al 1974,0.1723,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1038,0.00127,0.073,1.05,289,100,0.066
Deckwer et al 1974,0.2124,0.2,7.23,0.001,3,0.14,1.12,1.81E-05,28.84,1038,0.00127,0.073,1.05,289,100,0.0886
Hikita_Kikukawa_1974,0.1667,0.1,1.108289,0.013,2,1.69,1.18,1.81E-05,28.84,985,0.00133,0.06,0,291,100,0.0708
Hikita_Kikukawa_1974,0.2,0.1,1.064,0.013,2,1.69,1.18,1.81E-05,28.84,985,0.00133,0.06,0,291,100,0.1
Hikita_Kikukawa_1974,0.1426,0.1,1.140384573,0.013,2,1.69,1.18,1.81E-05,28.84,1000,0.001,0.072,0,293,100,0.0704
Hikita_Kikukawa_1974,0.201,0.1,1.06267,0.013,2,1.69,1.18,1.81E-05,28.84,1000,0.001,0.072,0,293,100,0.151
Hikita_Kikukawa_1974,0.308,0.1,0.92036,0.013,2,1.69,1.18,1.81E-05,28.84,1000,0.001,0.07,0,293,100,0.339
Hikita_Kikukawa_1974,0.1195,0.1,1.171065,0.013,2,1.69,1.18,1.81E-05,28.84,1233,0.00192,0.075,0,289.4,100,0.0718
Hikita_Kikukawa_1974,0.174,0.1,1.09858,0.013,2,1.69,1.18,1.81E-05,28.84,1233,0.00192,0.075,0,289.4,100,0.153
Hikita_Kikukawa_1974,0.22,0.1,1.0374,0.013,2,1.69,1.18,1.81E-05,28.84,1233,0.00192,0.075,0,289.4,100,0.231
Hikita_Kikukawa_1974,0.254,0.1,0.99218,0.013,2,1.69,1.18,1.81E-05,28.84,1233,0.00192,0.075,0,289.4,100,0.348
Hikita_Kikukawa_1974,0.19,0.1,1.0773,0.013,2,1.69,1.18,1.81E-05,28.84,911,0.00202,0.0382,0,285.5,100,0.0704
Hikita_Kikukawa_1974,0.228,0.1,1.02676,0.013,2,1.69,1.18,1.81E-05,28.84,911,0.00202,0.0382,0,285.5,100,0.0919
Hikita_Kikukawa_1974,0.228,0.1,1.02676,0.013,2,1.69,1.18,1.81E-05,28.84,911,0.00202,0.0382,0,285.5,100,0.1
Sherif_Schugerl_1975,0.0148,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.002
Sherif_Schugerl_1975,0.0169,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1064,0.00231,0.0714,0,298,100,0.002
Sherif_Schugerl_1975,0.0164,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1084,0.00307,0.0688,0,298,100,0.002
Sherif_Schugerl_1975,0.0122,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1132,0.00635,0.06729,0,298,100,0.002
Sherif_Schugerl_1975,0.0122,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1154,0.0083,0.06635,0,298,100,0.002
Sherif_Schugerl_1975,0.0116,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1180,0.01137,0.06574,0,298,100,0.002
Sherif_Schugerl_1975,0.01,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1187,0.01984,0.06482,0,298,100,0.002
Sherif_Schugerl_1975,0.008,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1194,0.03235,0.0635,0,298,100,0.002
Sherif_Schugerl_1975,0.0056,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1201,0.03941,0.06253,0,298,100,0.002
Sherif_Schugerl_1975,0.0576,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.01
Sherif_Schugerl_1975,0.0682,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1064,0.00231,0.0714,0,298,100,0.01
Sherif_Schugerl_1975,0.0682,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1084,0.00307,0.0688,0,298,100,0.01
Sherif_Schugerl_1975,0.0571,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1132,0.00635,0.06729,0,298,100,0.01
Sherif_Schugerl_1975,0.0544,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1154,0.0083,0.06635,0,298,100,0.01
Sherif_Schugerl_1975,0.0534,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1180,0.01137,0.06574,0,298,100,0.01
Sherif_Schugerl_1975,0.0476,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1187,0.01984,0.06482,0,298,100,0.01
Sherif_Schugerl_1975,0.0328,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1194,0.03235,0.0635,0,298,100,0.01
Sherif_Schugerl_1975,0.0259,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1201,0.03941,0.06253,0,298,100,0.01
Sherif_Schugerl_1975,0.102,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.018
Sherif_Schugerl_1975,0.1094,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1064,0.00231,0.0714,0,298,100,0.018
Sherif_Schugerl_1975,0.1105,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1084,0.00307,0.0688,0,298,100,0.018
Sherif_Schugerl_1975,0.1036,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1132,0.00635,0.06729,0,298,100,0.018
Sherif_Schugerl_1975,0.0936,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1154,0.0083,0.06635,0,298,100,0.018
Sherif_Schugerl_1975,0.0804,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1180,0.01137,0.06574,0,298,100,0.018
Sherif_Schugerl_1975,0.0714,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1187,0.01984,0.06482,0,298,100,0.018
Sherif_Schugerl_1975,0.0529,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1194,0.03235,0.0635,0,298,100,0.018
Sherif_Schugerl_1975,0.0481,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1201,0.03941,0.06253,0,298,100,0.018
Sherif_Schugerl_1975,0.1676,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.034
Sherif_Schugerl_1975,0.1893,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1064,0.00231,0.0714,0,298,100,0.034
Sherif_Schugerl_1975,0.184,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1084,0.00307,0.0688,0,298,100,0.034
Sherif_Schugerl_1975,0.1602,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1132,0.00635,0.06729,0,298,100,0.034
Sherif_Schugerl_1975,0.1464,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1154,0.0083,0.06635,0,298,100,0.034
Sherif_Schugerl_1975,0.1184,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1180,0.01137,0.06574,0,298,100,0.034
Sherif_Schugerl_1975,0.1068,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1187,0.01984,0.06482,0,298,100,0.034
Sherif_Schugerl_1975,0.0893,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1194,0.03235,0.0635,0,298,100,0.034
Sherif_Schugerl_1975,0.0767,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1201,0.03941,0.06253,0,298,100,0.034
Sherif_Schugerl_1975,0.2109,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.05
Sherif_Schugerl_1975,0.2358,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1064,0.00231,0.0714,0,298,100,0.05
Sherif_Schugerl_1975,0.2352,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1084,0.00307,0.0688,0,298,100,0.05
Sherif_Schugerl_1975,0.1988,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1132,0.00635,0.06729,0,298,100,0.05
Sherif_Schugerl_1975,0.1745,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1154,0.0083,0.06635,0,298,100,0.05
Sherif_Schugerl_1975,0.1406,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1180,0.01137,0.06574,0,298,100,0.05
Sherif_Schugerl_1975,0.1274,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1187,0.01984,0.06482,0,298,100,0.05
Sherif_Schugerl_1975,0.1137,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1194,0.03235,0.0635,0,298,100,0.05
Sherif_Schugerl_1975,0.1036,0.16,1.28,0.002,3,3.125,1.18,1.81E-05,28.84,1201,0.03941,0.06253,0,298,100,0.05
Botton et al 1978,0.0403,0.25,2.2,0.001,5,0.0768,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0159
Botton et al 1978,0.0497,0.25,2.2,0.001,5,0.0768,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0246
Botton et al 1978,0.0673,0.25,2.2,0.001,5,0.0768,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0334
Botton et al 1978,0.0807,0.25,2.2,0.001,5,0.0768,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0427
Botton et al 1978,0.1017,0.25,2.2,0.001,5,0.0768,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0514
Botton et al 1978,0.118,0.25,2.2,0.001,5,0.0768,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0614
Botton et al 1978,0.0958,0.48,2,0.0015,5,0.052734375,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0455
Botton et al 1978,0.133,0.48,2,0.0015,5,0.052734375,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0689
Botton et al 1978,0.153,0.48,2,0.0015,5,0.052734375,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0914
Botton et al 1978,0.1897,0.48,2,0.0015,5,0.052734375,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.1125
Wang and Fan 1978,0.0619,0.102,0.71298868,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,298,100,0.0343
Wang and Fan 1978,0.1006,0.102,0.6835668,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.0613
Wang and Fan 1978,0.1472,0.102,0.6480976,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.1146
Wang and Fan 1978,0.1792,0.102,0.6238156,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.1634
Wang and Fan 1978,0.207,0.102,0.60268,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.2186
Wang and Fan 1978,0.2272,0.102,0.5873356,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.2801
Wang and Fan 1978,0.0142,0.102,0.74923688,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.0182
Wang and Fan 1978,0.0411,0.102,0.72874272,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.0585
Wang and Fan 1978,0.0702,0.102,0.70661228,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.1045
Wang and Fan 1978,0.0981,0.102,0.6854744,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.1596
Wang and Fan 1978,0.121,0.102,0.6680476,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.216
Wang and Fan 1978,0.1405,0.102,0.6532124,0.019,2,3.4698193,1.314,2.40E-05,32,998.204,0.001007,0.0727,0,293,100,0.281
Wang and Fan 1978,0.0915,0.1,1.5,0.011,2,1.21,1.21,1.81E-05,28.84,998,0.00101,0.0728,0,293,100,0.0424
Wang and Fan 1978,0.131,0.1,1.5,0.011,2,1.21,1.21,1.81E-05,28.84,998,0.00101,0.0728,0,293,100,0.0774
Wang and Fan 1978,0.2119,0.1,1.5,0.011,2,1.21,1.21,1.81E-05,28.84,998,0.00101,0.0728,0,293,100,0.1703
Wang and Fan 1978,0.2556,0.1,1.5,0.011,2,1.21,1.21,1.81E-05,28.84,998,0.00101,0.0728,0,293,100,0.2349
Wang and Fan 1978,0.3292,0.1,1.5,0.011,2,1.21,1.21,1.81E-05,28.84,998,0.00101,0.0728,0,293,100,0.3684
Wang and Fan 1978,0.1246,0.1,1.5,0.011,2,1.21,0.624,1.61E-05,15,998,0.00101,0.0728,0,293,100,0.0869
Wang and Fan 1978,0.1564,0.1,1.5,0.011,2,1.21,0.624,1.61E-05,15,998,0.00101,0.0728,0,293,100,0.1098
Wang and Fan 1978,0.19,0.1,1.5,0.011,2,1.21,0.624,1.61E-05,15,998,0.00101,0.0728,0,293,100,0.1592
Wang and Fan 1978,0.2289,0.1,1.5,0.011,2,1.21,0.624,1.61E-05,15,998,0.00101,0.0728,0,293,100,0.213
Wang and Fan 1978,0.1189,0.1,1.5,0.011,2,1.21,0.263,1.29E-05,6.33,998,0.00101,0.0728,0,293,100,0.0887
Wang and Fan 1978,0.1435,0.1,1.5,0.011,2,1.21,0.263,1.29E-05,6.33,998,0.00101,0.0728,0,293,100,0.1358
Wang and Fan 1978,0.1971,0.1,1.5,0.011,2,1.21,0.263,1.29E-05,6.33,998,0.00101,0.0728,0,293,100,0.2047
Wang and Fan 1978,0.2301,0.1,1.5,0.011,2,1.21,0.263,1.29E-05,6.33,998,0.00101,0.0728,0,293,100,0.2585
Wang and Fan 1978,0.258,0.1,1.5,0.011,2,1.21,0.263,1.29E-05,6.33,998,0.00101,0.0728,0,293,100,0.329
Wang and Fan 1978,0.1279,0.1,1.5,0.011,2,1.21,0.0837,9.31E-06,2,998,0.00101,0.0728,0,293,100,0.0924
Wang and Fan 1978,0.1494,0.1,1.5,0.011,2,1.21,0.0837,9.31E-06,2,998,0.00101,0.0728,0,293,100,0.1224
Wang and Fan 1978,0.1923,0.1,1.5,0.011,2,1.21,0.0837,9.31E-06,2,998,0.00101,0.0728,0,293,100,0.192
Wang and Fan 1978,0.221,0.1,1.5,0.011,2,1.21,0.0837,9.31E-06,2,998,0.00101,0.0728,0,293,100,0.2463
Godbole et al 1982,0.0989,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,997,0.001,0.072,0,298,101.325,0.0359
Godbole et al 1982,0.1524,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,997,0.001,0.072,0,298,101.325,0.0779
Godbole et al 1982,0.1867,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,997,0.001,0.072,0,298,101.325,0.1172
Godbole et al 1982,0.2237,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,997,0.001,0.072,0,298,101.325,0.1521
Godbole et al 1982,0.2475,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,997,0.001,0.072,0,298,101.325,0.192
Godbole et al 1982,0.258,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,997,0.001,0.072,0,298,101.325,0.2292
Godbole et al 1982,0.273,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,997,0.001,0.072,0,298,101.325,0.2607
Godbole et al 1982,0.1195,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1071,0.0022,0.069,0,298,101.325,0.0373
Godbole et al 1982,0.1616,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1071,0.0022,0.069,0,298,101.325,0.0824
Godbole et al 1982,0.1913,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1071,0.0022,0.069,0,298,101.325,0.1198
Godbole et al 1982,0.2283,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1071,0.0022,0.069,0,298,101.325,0.1617
Godbole et al 1982,0.2671,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1071,0.0022,0.069,0,298,101.325,0.235
Godbole et al 1982,0.2863,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1071,0.0022,0.069,0,298,101.325,0.2794
Godbole et al 1982,0.0975,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1039,0.0016,0.068,0,298,101.325,0.0372
Godbole et al 1982,0.1469,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1039,0.0016,0.068,0,298,101.325,0.0817
Godbole et al 1982,0.1844,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1039,0.0016,0.068,0,298,101.325,0.1172
Godbole et al 1982,0.1972,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1039,0.0016,0.068,0,298,101.325,0.159
Godbole et al 1982,0.2177,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1039,0.0016,0.068,0,298,101.325,0.1995
Godbole et al 1982,0.2602,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1039,0.0016,0.068,0,298,101.325,0.2465
Godbole et al 1982,0.2625,0.305,1.952,0.00166,3,2.218698629,1.200548,1.81E-05,28.84,1039,0.0016,0.068,0,298,101.325,0.2818
Schumpe and Deckwer (1982),0.0349,0.14,2.6058699,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0047
Schumpe and Deckwer (1982),0.0445,0.14,2.5798149,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0113
Schumpe and Deckwer (1982),0.1239,0.14,2.365524,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0265
Schumpe and Deckwer (1982),0.2093,0.14,2.134944,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0444
Schumpe and Deckwer (1982),0.231,0.14,2.076408,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0544
Schumpe and Deckwer (1982),0.2864,0.14,1.926855,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0766
Schumpe and Deckwer (1982),0.3526,0.14,1.748088,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.1017
Schumpe and Deckwer (1982),0.3575,0.14,1.734831,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.1193
Schumpe and Deckwer (1982),0.318,0.14,1.841427,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.1445
Schumpe and Deckwer (1982),0.3049,0.14,1.876851,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.1616
Schumpe and Deckwer (1982),0.347,0.14,1.762992,0.0005,3,0.536989796,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.183
Schumpe and Deckwer (1982),0.0421,0.14,2.5862706,0.001,3,0.37244898,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0133
Schumpe and Deckwer (1982),0.0951,0.14,2.4433299,0.001,3,0.37244898,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0279
Schumpe and Deckwer (1982),0.1384,0.14,2.326455,0.001,3,0.37244898,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0355
Schumpe and Deckwer (1982),0.2322,0.14,2.073087,0.001,3,0.37244898,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0601
Schumpe and Deckwer (1982),0.2708,0.14,1.968813,0.001,3,0.37244898,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.0899
Schumpe and Deckwer (1982),0.295,0.14,1.903554,0.001,3,0.37244898,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.1146
Schumpe and Deckwer (1982),0.3191,0.14,1.838322,0.001,3,0.37244898,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.1364
Schumpe and Deckwer (1982),0.3578,0.14,1.734048,0.001,3,0.37244898,1.18,1.81E-05,28.84,1080,0.001,0.073,2.4,298,101.325,0.1663
Guy et al 1986,0.0162,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1227,0.076,0.0645,0,298,100,0.0115
Guy et al 1986,0.0287,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1227,0.076,0.0645,0,298,100,0.0181
Guy et al 1986,0.0501,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1227,0.076,0.0645,0,298,100,0.0299
Guy et al 1986,0.0558,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1227,0.076,0.0645,0,298,100,0.0359
Guy et al 1986,0.0756,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1227,0.076,0.0645,0,298,100,0.0487
Guy et al 1986,0.0786,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1227,0.076,0.0645,0,298,100,0.0548
Guy et al 1986,0.0886,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1227,0.076,0.0645,0,298,100,0.0617
Guy et al 1986,0.0157,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.0119
Guy et al 1986,0.0249,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.0181
Guy et al 1986,0.0319,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.0238
Guy et al 1986,0.0404,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.0302
Guy et al 1986,0.0464,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.0357
Guy et al 1986,0.0554,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.043
Guy et al 1986,0.0621,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.0494
Guy et al 1986,0.0714,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.0552
Guy et al 1986,0.0756,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1252,0.5,0.063,0,298,100,0.0614
Guy et al 1986,0.0317,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0199
Guy et al 1986,0.0342,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.024
Guy et al 1986,0.0501,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0236
Guy et al 1986,0.0892,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0359
Guy et al 1986,0.0675,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0424
Guy et al 1986,0.1114,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0409
Guy et al 1986,0.1365,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0486
Guy et al 1986,0.1491,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0548
Guy et al 1986,0.1693,0.254,0.75,0.001,3,0.094550189,1.18,1.81E-05,28.84,1000,0.001,0.072,0,298,100,0.0605
Reilly et al 1986,0.0358,0.3,0.4,0.0015,3,0.7325,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0067
Reilly et al 1986,0.0358,0.3,0.4,0.0015,3,0.7325,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.007
Reilly et al 1986,0.0595,0.3,0.4,0.0015,3,0.7325,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0129
Reilly et al 1986,0.0657,0.3,0.4,0.0015,3,0.7325,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0129
Reilly et al 1986,0.0706,0.3,0.4,0.0015,3,0.7325,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0129
Reilly et al 1986,0.0616,0.3,0.4,0.0015,3,0.7325,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0141
Reilly et al 1986,0.1139,0.3,0.4,0.0015,3,0.7325,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0288
Reilly et al 1986,0.1737,0.3,0.4,0.0015,3,0.7325,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0954
Reilly et al 1986,0.0476,0.3,0.4,0.0254,2,0.716844444,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0078
Reilly et al 1986,0.1001,0.3,0.4,0.0254,2,0.716844444,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0234
Reilly et al 1986,0.1083,0.3,0.4,0.0254,2,0.716844444,1.18,1.81E-05,28.84,997,0.00089,0.072,0,298,100,0.0249
